"","SRR20959676","SRR20959677","SRR20959678","SRR20959679","SRR20959680","SRR20959681","SRR20959682"
"SAOUHSC_02246",0,0,0,0,0,0,0
"SAOUHSC_02247",4,9,74,0,22,14,43
"SAOUHSC_02248",0,0,0,0,1,0,0
"SAOUHSC_02249",1,0,0,0,0,0,0
"SAOUHSC_02250",2,0,0,0,0,1,0
"SAOUHSC_02251",0,0,0,0,0,0,0
"SAOUHSC_02254",4906,226,420,984,453,182,2125
"SAOUHSC_02255",10,0,0,0,1,1,0
"SAOUHSC_02256",2,0,0,0,5,0,0
"SAOUHSC_02257",41,18,106,38,89,20,491
"SAOUHSC_02258",123,27,6,30,67,45,179
"SAOUHSC_02259",20,0,46,6,7,2,132
"SAOUHSC_02260",0,5,78,214,286,65,155
"SAOUHSC_02261",185,0,365,0,5,571,82
"SAOUHSC_02262",16,0,50,0,0,55,0
"SAOUHSC_02264",205,26,3166,15,24,516,331
"SAOUHSC_02265",212,14,391,132,124,230,6755
"SAOUHSC_02266",1,1,0,0,0,0,3
"SAOUHSC_02267",233,54,62,65,78,70,247
"SAOUHSC_02268",578,107,120,132,263,200,1019
"SAOUHSC_02269",60,4,1,0,15,8,7
"SAOUHSC_02270",5,0,11,1,0,0,4
"SAOUHSC_02271",0,0,0,1,0,0,0
"SAOUHSC_02272",2,0,4,20,5,0,2
"SAOUHSC_02273",6,1,14,6,40,7,37
"SAOUHSC_02274",31,10,24,10,10,9,18
"SAOUHSC_02275",0,0,0,1,0,0,0
"SAOUHSC_02276",23,6,47,12,8,8,10
"SAOUHSC_02277",218,75,97,89,188,76,251
"SAOUHSC_02278",4,8,12,2,6,6,6
"SAOUHSC_02279",10,2,0,14,14,6,22
"SAOUHSC_02280",4,0,0,0,0,4,2
"SAOUHSC_A02169",0,2,0,0,0,0,0
"SAOUHSC_02281",201,39,22,81,90,22,389
"SAOUHSC_02282",140,32,39,92,65,36,278
"SAOUHSC_02283",0,0,0,0,0,0,17
"SAOUHSC_02284",94,4,22,47,45,4,196
"SAOUHSC_02285",101,40,36,72,72,32,336
"SAOUHSC_02286",106,43,29,93,125,67,285
"SAOUHSC_02287",137,79,60,105,130,71,285
"SAOUHSC_02288",64,16,11,61,60,21,52
"SAOUHSC_02289",27,22,32,17,55,16,57
"SAOUHSC_R00014",0,0,0,0,0,0,0
"SAOUHSC_R0009",5,0,0,12,6,0,1
"SAOUHSC_R0004",29,12,8,27,27,16,40
"SAOUHSC_T00025",39,4,4,24,18,16,60
"SAOUHSC_T00034",12,0,0,7,0,12,18
"SAOUHSC_02294",5,0,0,3,0,8,8
"SAOUHSC_02296",19,6,2,10,5,6,44
"SAOUHSC_02297",48,12,3,31,26,40,233
"SAOUHSC_02298",42,24,47,20,21,27,19
"SAOUHSC_02299",83,18,19,27,31,40,31
"SAOUHSC_02300",68,4,48,2,16,20,13
"SAOUHSC_A02189",18,6,26,10,31,37,36
"SAOUHSC_02303",82,3,15,56,43,34,186
"SAOUHSC_02304",119,6,27,63,50,60,266
"SAOUHSC_02305",224,56,80,186,111,130,363
"SAOUHSC_02306",16,18,0,6,2,8,59
"SAOUHSC_02307",78,31,24,68,104,53,156
"SAOUHSC_02308",92,38,124,57,73,76,306
"SAOUHSC_02309",5,17,25,3,6,7,27
"SAOUHSC_02310",22,0,0,20,14,22,32
"SAOUHSC_02311",26,7,8,33,25,26,139
"SAOUHSC_02312",1,1,2,20,5,0,34
"SAOUHSC_02313",0,0,0,0,0,0,0
"SAOUHSC_02314",28,2,7,68,22,38,298
"SAOUHSC_02315",2,0,4,0,0,0,124
"SAOUHSC_02316",62,10,54,50,43,41,312
"SAOUHSC_02317",389,81,280,48,195,106,534
"SAOUHSC_02318",161,28,127,66,127,59,812
"SAOUHSC_02319",157,63,77,107,129,102,179
"SAOUHSC_02320",109,0,6,6,8,2,17
"SAOUHSC_02321",0,0,0,0,0,2,3
"SAOUHSC_02322",0,0,0,6,0,2,9
"SAOUHSC_02323",248,34,403,120,123,51,665
"SAOUHSC_02324",115,22,222,57,62,15,172
"SAOUHSC_02325",19,0,18,20,8,0,7
"SAOUHSC_02326",12,0,13,40,18,0,2
"SAOUHSC_02327",314,85,241,240,176,155,361
"SAOUHSC_02328",25,6,14,0,12,3,14
"SAOUHSC_02329",6,0,4,5,2,0,0
"SAOUHSC_02330",16,0,0,4,6,1,22
"SAOUHSC_02331",21,0,2,0,1,2,0
"SAOUHSC_02332",0,3,0,2,0,0,0
"SAOUHSC_02333",25,12,0,20,32,0,27
"SAOUHSC_02334",5,2,48,17,10,2,24
"SAOUHSC_02335",9,2,0,22,10,0,6
"SAOUHSC_02336",25,4,22,21,17,5,32
"SAOUHSC_02337",57,2,18,53,35,24,84
"SAOUHSC_02338",0,0,0,0,0,1,2
"SAOUHSC_02339",1,0,0,0,0,0,0
"SAOUHSC_02340",730,90,289,125,221,157,1312
"SAOUHSC_02341",5764,594,1117,2178,2357,1401,5305
"SAOUHSC_02343",1394,214,297,633,878,356,2401
"SAOUHSC_02345",3676,528,759,2173,2188,1275,4797
"SAOUHSC_02346",601,89,230,275,474,294,1235
"SAOUHSC_02347",1272,235,473,1009,710,437,2479
"SAOUHSC_02349",183,83,116,161,139,99,610
"SAOUHSC_02350",1369,419,461,2089,1042,503,8329
"SAOUHSC_02351",339,232,160,525,647,250,1152
"SAOUHSC_02352",4912,1698,2808,6462,5301,2046,16425
"SAOUHSC_02353",4151,1341,2495,5681,4832,1690,9402
"SAOUHSC_02354",3489,908,1225,5106,2946,1363,4822
"SAOUHSC_02355",2389,2336,3182,7364,4988,1546,4362
"SAOUHSC_02356",18,0,6,8,9,4,48
"SAOUHSC_02357",48,18,2056,30,14,13,104
"SAOUHSC_02358",76,9,21,74,33,36,314
"SAOUHSC_02359",135,29,45,71,115,70,415
"SAOUHSC_02360",36,0,36,44,26,16,108
"SAOUHSC_02361",8,0,16,10,8,4,22
"SAOUHSC_02362",149,36,12,141,210,96,515
"SAOUHSC_02363",3444,178,321,1114,1232,2674,712
"SAOUHSC_02364",728,554,165,262,465,305,364
"SAOUHSC_02365",406,100,117,197,155,196,598
"SAOUHSC_02366",1227,123,190,1160,428,208,2510
"SAOUHSC_02367",0,0,3,2,0,2,0
"SAOUHSC_02368",44,12,33,99,17,28,216
"SAOUHSC_02369",1,0,5,0,0,2,3
"SAOUHSC_02370",3,3,46,7,4,4,97
"SAOUHSC_02371",326,72,56,266,251,78,240
"SAOUHSC_02372",2,0,6,0,3,1,14
"SAOUHSC_02373",21,0,7,16,21,13,98
"SAOUHSC_02374",38,9,10,14,20,16,59
"SAOUHSC_02375",45,25,23,30,28,7,32
"SAOUHSC_02376",174,56,480,230,184,288,160
"SAOUHSC_02377",444,75,616,881,490,434,1296
"SAOUHSC_02378",8,2,2,31,2,8,29
"SAOUHSC_02379",206,16,101,976,382,41,166
"SAOUHSC_02380",79,6,123,81,73,41,348
"SAOUHSC_02381",650,23,160,36,140,16,584
"SAOUHSC_02382",1,0,27,0,0,0,32
"SAOUHSC_02383",34,0,12,29,23,16,116
"SAOUHSC_02384",10,0,14,2,10,3,10
"SAOUHSC_02385",224,27,58,49,40,74,51
"SAOUHSC_02386",55,3,15,17,8,24,14
"SAOUHSC_02387",21,0,12,0,4,2,10
"SAOUHSC_02388",48,24,18,53,24,13,154
"SAOUHSC_02389",122,78,36,108,66,42,246
"SAOUHSC_02390",6,6,26,20,11,8,10
"SAOUHSC_02391",1542,466,1428,4,416,407,5408
"SAOUHSC_02393",0,0,1,1,2,2,3
"SAOUHSC_02394",0,0,0,0,0,0,0
"SAOUHSC_02396",184,29,78,70,81,68,84
"SAOUHSC_02397",80,22,0,34,52,12,10
"SAOUHSC_02399",17233,1342,5893,4022,4828,4865,8930
"SAOUHSC_02400",45,7,44,38,14,23,48
"SAOUHSC_02401",109,26,26,67,42,33,92
"SAOUHSC_02402",29,5,18,4,56,14,40
"SAOUHSC_02403",209,34,146,30,87,58,78
"SAOUHSC_02404",135,42,151,46,95,90,720
"SAOUHSC_02405",744,62,830,416,240,201,548
"SAOUHSC_02406",173,23,47,72,75,63,98
"SAOUHSC_02407",330,10,76,156,150,88,240
"SAOUHSC_02409",48,8,12,44,72,38,53
"SAOUHSC_02411",5,0,0,9,4,6,31
"SAOUHSC_T00037",20,0,0,31,15,12,67
"SAOUHSC_02412",84,0,7,93,39,20,155
"SAOUHSC_T00017",84,0,7,93,39,20,155
"SAOUHSC_T00058",93,4,12,100,41,16,145
"SAOUHSC_T00061",40,4,10,33,14,4,62
"SAOUHSC_T00020",32,2,0,19,4,0,55
"SAOUHSC_T00010",8,0,0,7,2,0,34
"SAOUHSC_R00015",0,0,0,0,0,0,7
"SAOUHSC_R00010",5,0,0,2,6,12,1
"SAOUHSC_T00029",81,6,9,29,21,101,100
"SAOUHSC_R0005",23,7,2,10,25,4,18
"SAOUHSC_02416",0,0,0,0,0,0,0
"SAOUHSC_02418",18,8,0,12,65,74,108
"SAOUHSC_02419",2,8,0,0,2,1,0
"SAOUHSC_02420",34,30,0,26,62,30,42
"SAOUHSC_02422",64,31,24,61,53,36,16
"SAOUHSC_02423",36,34,22,47,157,26,90
"SAOUHSC_02424",82,46,69,31,34,26,200
"SAOUHSC_02425",314,34,172,48,124,38,135
"SAOUHSC_02426",68,2,70,56,96,32,312
"SAOUHSC_02427",12,5,6,6,42,6,156
"SAOUHSC_02428",24,24,6,62,18,6,129
"SAOUHSC_02430",4,4,0,8,7,7,53
"SAOUHSC_02432",0,0,0,0,0,0,0
"SAOUHSC_02433",0,1,10,2,8,0,28
"SAOUHSC_02434",134,14,92,295,148,128,242
"SAOUHSC_02435",24,21,24,502,76,27,73
"SAOUHSC_02436",77,38,52,769,93,22,195
"SAOUHSC_02441",338,280,682,471,411,727,428
"SAOUHSC_02442",243,98,605,420,237,856,639
"SAOUHSC_02443",2204,631,4634,3351,1703,1958,2863
"SAOUHSC_02444",252,132,324,549,515,816,217
"SAOUHSC_02445",402,102,158,217,347,135,294
"SAOUHSC_02447",3313,710,2005,3124,3037,1669,4115
"SAOUHSC_02448",37,30,125,43,21,50,74
"SAOUHSC_02449",430,26,52,56,94,38,56
"SAOUHSC_02450",77,2,76,12,32,39,110
"SAOUHSC_02451",0,0,2,20,10,8,0
"SAOUHSC_02452",92,5,6,17,14,2,20
"SAOUHSC_02453",44,2,10,20,23,8,27
"SAOUHSC_02454",66,0,0,8,4,0,6
"SAOUHSC_02455",16,0,0,0,2,4,20
"SAOUHSC_02456",1,4,0,1,6,0,2
"SAOUHSC_02457",150,98,10,277,292,48,906
"SAOUHSC_A02331",0,0,0,2,0,9,0
"SAOUHSC_02458",0,0,10,0,0,16,0
"SAOUHSC_02459",0,0,0,0,0,0,0
"SAOUHSC_02460",272,24,46,7,66,38,76
"SAOUHSC_02461",5,0,4,4,2,3,11
"SAOUHSC_02462",0,0,6,0,2,0,0
"SAOUHSC_02463",17,0,65,2,14,5,28
"SAOUHSC_02464",2,26,24,10,1,0,0
"SAOUHSC_02465",0,1,1,5,2,0,1
"SAOUHSC_02467",14,1,6,40,46,18,4
"SAOUHSC_02468",114,62,32,285,322,5,17
"SAOUHSC_02469",2,2,2,3,3,0,2
"SAOUHSC_02470",0,1,0,1,2,0,0
"SAOUHSC_02471",2,0,0,1,0,0,1
"SAOUHSC_02472",0,0,0,0,0,0,0
"SAOUHSC_02473",0,0,0,0,0,0,0
"SAOUHSC_02474",0,0,0,0,0,0,0
"SAOUHSC_02475",0,0,0,0,0,0,0
"SAOUHSC_02476",0,0,0,0,0,2,0
"SAOUHSC_02477",142,10,10,65,36,25,1458
"SAOUHSC_02478",255,44,66,155,115,96,2073
"SAOUHSC_02480",627,76,291,132,274,357,1838
"SAOUHSC_02481",153,75,114,27,117,161,600
"SAOUHSC_02482",500,73,83,122,352,215,1842
"SAOUHSC_02483",331,78,97,66,142,178,604
"SAOUHSC_02484",539,202,713,636,491,305,3456
"SAOUHSC_02485",2975,391,764,2433,1857,1195,5801
"SAOUHSC_02486",990,133,378,906,716,419,2443
"SAOUHSC_02487",655,86,248,436,418,252,1999
"SAOUHSC_02488",1,0,8,4,0,0,8
"SAOUHSC_02489",115,25,62,66,72,47,197
"SAOUHSC_02490",1459,275,914,1318,877,609,3416
"SAOUHSC_02491",6945,1943,7178,9286,6075,4694,23539
"SAOUHSC_02492",1064,152,451,969,845,573,1655
"SAOUHSC_02493",260,75,52,204,302,230,1157
"SAOUHSC_02494",973,83,298,914,732,519,2459
"SAOUHSC_02495",226,4,128,198,128,128,702
"SAOUHSC_02496",331,98,243,218,298,211,1140
"SAOUHSC_02498",176,41,27,136,110,99,728
"SAOUHSC_02499",218,18,16,151,118,122,381
"SAOUHSC_02500",367,43,116,255,310,290,941
"SAOUHSC_02501",127,33,27,54,93,55,348
"SAOUHSC_02502",1126,131,413,911,658,482,1720
"SAOUHSC_02503",38,19,26,33,54,57,141
"SAOUHSC_02504",35,9,44,42,60,33,94
"SAOUHSC_02505",346,46,51,294,217,145,727
"SAOUHSC_02506",642,132,255,538,414,257,1795
"SAOUHSC_02507",473,94,250,309,264,198,1786
"SAOUHSC_02508",27,0,0,2,10,12,54
"SAOUHSC_02509",2159,214,447,1472,1065,780,3199
"SAOUHSC_02510",192,3,46,117,94,67,346
"SAOUHSC_02511",1392,172,236,1106,1224,877,2212
"SAOUHSC_02512",875,89,184,704,508,300,1644
"SAOUHSC_02512a",180,4,60,212,142,142,769
"SAOUHSC_02515",206,810,1142,628,1280,1202,7
"SAOUHSC_02516",129,96,111,62,134,51,356
"SAOUHSC_02517",218,97,262,126,222,222,817
"SAOUHSC_02518",0,0,0,0,1,0,0
"SAOUHSC_02519",16,10,43,2,30,8,20
"SAOUHSC_02520",24,8,100,29,14,16,219
"SAOUHSC_02521",6,0,12,0,8,3,8
"SAOUHSC_02522",8,3,48,2,6,1,80
"SAOUHSC_02523",1,9,13,7,4,1,9
"SAOUHSC_02524",0,4,8,0,0,2,0
"SAOUHSC_02525",725,142,444,184,577,253,1456
"SAOUHSC_02527",51,1,107,22,12,26,44
"SAOUHSC_02528",0,2,24,0,0,10,8
"SAOUHSC_02529",3,8,39,10,8,14,19
"SAOUHSC_02530",1,0,9,4,0,2,8
"SAOUHSC_02531",22,0,8,14,4,11,56
"SAOUHSC_02532",0,0,0,0,0,0,0
"SAOUHSC_02533",0,0,4,0,6,3,0
"SAOUHSC_02534",32,0,0,0,2,5,9
"SAOUHSC_02535",42,2,0,8,10,4,16
"SAOUHSC_02536",376,185,711,116,203,356,590
"SAOUHSC_02537",407,98,251,118,240,389,169
"SAOUHSC_02538",34,12,10,10,28,258,33
"SAOUHSC_02540",63,44,16,44,128,68,76
"SAOUHSC_02541",53,14,6,52,65,70,224
"SAOUHSC_02542",566,214,192,626,722,368,273
"SAOUHSC_02543",745,339,482,1189,875,405,898
"SAOUHSC_02544",66,68,14,264,322,53,118
"SAOUHSC_02545",97,49,37,32,129,56,70
"SAOUHSC_02546",16,36,18,43,52,10,8
"SAOUHSC_02547",69,54,105,67,133,124,85
"SAOUHSC_02549",3,3,2,9,15,19,9
"SAOUHSC_02550",112,20,46,16,40,54,64
"SAOUHSC_02551",2,10,2,1,2,8,20
"SAOUHSC_02552",6,0,0,4,6,18,10
"SAOUHSC_02553",10,8,2,12,22,32,13
"SAOUHSC_02554",2,8,2,0,3,4,8
"SAOUHSC_02557",2,0,0,0,1,0,3
"SAOUHSC_02558",0,0,0,0,2,8,0
"SAOUHSC_02559",13,0,0,2,0,0,1
"SAOUHSC_02561",205,16,33,59,70,12,66
"SAOUHSC_02562",25,0,1,2,5,1,12
"SAOUHSC_02563",14,4,28,5,11,15,11
"SAOUHSC_02564",20,0,6,16,10,6,41
"SAOUHSC_02565",22,2,0,11,9,29,27
"SAOUHSC_02566",1,0,12,8,0,0,8
"SAOUHSC_02568",0,0,0,0,0,0,0
"SAOUHSC_02569",0,10,0,0,0,2,1
"SAOUHSC_02570",11,26,112,0,16,10,4
"SAOUHSC_02571",376,86,46,356,314,137,164
"SAOUHSC_02572",22,4,2,8,32,0,0
"SAOUHSC_02573",14,0,32,24,4,14,70
"SAOUHSC_02574",26,0,14,15,2,2,13
"SAOUHSC_02575",0,0,1,0,0,0,1
"SAOUHSC_02576",90,16,0,118,90,36,126
"SAOUHSC_02577",968,94,1075,499,462,290,1124
"SAOUHSC_02579",76,4,26,29,35,18,40
"SAOUHSC_02580",8,0,7,8,10,2,12
"SAOUHSC_A02450",0,0,0,0,2,8,0
"SAOUHSC_02581",469,51,215,94,134,141,184
"SAOUHSC_02582",11213,1648,475,2731,3495,2491,698
"SAOUHSC_02583",1180,106,260,388,344,548,1428
"SAOUHSC_02584",72,4,38,18,32,22,26
"SAOUHSC_02585",73,52,112,22,42,50,61
"SAOUHSC_02587",2,20,21,6,18,10,17
"SAOUHSC_02588",2,0,10,0,0,0,2
"SAOUHSC_02589",118,24,70,16,36,30,135
"SAOUHSC_02590",382,139,163,203,224,186,160
"SAOUHSC_02591",5,2,5,4,6,4,5
"SAOUHSC_02592",2,0,9,2,8,3,3
"SAOUHSC_02593",4,4,1,6,18,5,5
"SAOUHSC_02594",153,32,116,93,143,98,157
"SAOUHSC_02595",4,0,12,0,4,2,18
"SAOUHSC_02596",4,4,28,0,0,6,4
"SAOUHSC_02597",36,10,36,46,28,36,161
"SAOUHSC_02599",18,0,0,0,10,0,18
"SAOUHSC_02600",0,4,2,0,1,1,19
"SAOUHSC_02603",0,6,10,2,0,4,20
"SAOUHSC_02604",1145,56,208,1084,820,504,537
"SAOUHSC_02605",44,11,20,141,62,8,158
"SAOUHSC_02606",604,10,264,18813,106,80,446
"SAOUHSC_02607",207,6,195,23786,134,48,118
"SAOUHSC_02608",22,0,4,0,0,2,0
"SAOUHSC_02609",2,2,0,0,2,4,4
"SAOUHSC_02610",2060,334,319,1424,1116,566,1956
"SAOUHSC_02611",18,8,4,34,16,8,69
"SAOUHSC_02612",0,0,0,0,4,8,22
"SAOUHSC_02613",48,0,30,11,16,8,63
"SAOUHSC_02614",25,0,18,8,1,4,62
"SAOUHSC_02615",3,0,0,0,0,0,7
"SAOUHSC_02616",0,0,0,0,0,0,0
"SAOUHSC_02618",46,50,106,28,10,7,115
"SAOUHSC_02619",5,7,8,0,0,1,17
"SAOUHSC_02620",40,19,96,18,22,4,0
"SAOUHSC_02621",56,4,8,16,12,12,15
"SAOUHSC_02622",0,0,16,0,2,2,19
"SAOUHSC_02623",150,17,15,52,82,33,161
"SAOUHSC_02624",77,36,18,9,55,17,22
"SAOUHSC_02625",46,18,5,34,50,15,371
"SAOUHSC_02626",79,6,38,92,115,73,857
"SAOUHSC_02627",413,54,119,245,308,57,932
"SAOUHSC_02628",59,51,48,56,48,19,259
"SAOUHSC_02629",10,0,66,2,38,6,158
"SAOUHSC_02630",2,0,81,8,7,0,27
"SAOUHSC_02631",1,0,6,0,4,6,0
"SAOUHSC_02634",2,0,0,0,0,0,0
"SAOUHSC_02635",23,16,18,7,5,7,28
"SAOUHSC_02638",235,9,11,43,115,26,56
"SAOUHSC_02640",2116,156,16,517,835,252,619
"SAOUHSC_02641",132,112,52,94,116,36,1774
"SAOUHSC_02643",39,28,13,39,15,7,52
"SAOUHSC_02644",40,13,40,20,15,36,136
"SAOUHSC_02645",0,0,0,1,0,0,0
"SAOUHSC_02646",16,1,1,7,3,3,8
"SAOUHSC_02647",2402,445,926,1772,1596,1208,3502
"SAOUHSC_02648",578,468,1830,417,686,326,3640
"SAOUHSC_02649",460,59,254,172,254,253,1530
"SAOUHSC_02650",205,15,9,36,40,38,212
"SAOUHSC_02651",1,15,108,2,6,0,3
"SAOUHSC_02652",161,59,261,157,191,60,352
"SAOUHSC_02653",6,21,0,36,37,0,59
"SAOUHSC_02654",23,36,417,58,84,14,145
"SAOUHSC_02655",0,0,0,0,0,1,0
"SAOUHSC_02656",0,2,24,6,0,0,0
"SAOUHSC_02657",0,0,0,0,0,0,0
"SAOUHSC_02658",0,0,0,0,6,0,20
"SAOUHSC_02659",6,26,63,10,29,30,111
"SAOUHSC_02660",12,4,12,31,1,6,49
"SAOUHSC_02661",93,29,18,74,26,16,246
"SAOUHSC_02662",3,0,0,0,0,1,2
"SAOUHSC_02663",1,0,16,0,0,2,0
"SAOUHSC_02664",136,174,238,38,82,180,146
"SAOUHSC_02665",62,12,78,24,81,38,142
"SAOUHSC_02666",0,0,0,0,0,0,0
"SAOUHSC_02667",655,224,442,319,402,206,712
"SAOUHSC_02668",0,0,1,0,0,0,4
"SAOUHSC_02669",12,10,8,4,10,0,100
"SAOUHSC_02670",6,6,18,0,9,6,62
"SAOUHSC_02671",24,0,32,8,4,4,110
"SAOUHSC_02674",0,2,0,3,0,4,6
"SAOUHSC_02675",76,0,6,17,30,40,74
"SAOUHSC_02676",216,30,19,42,91,88,244
"SAOUHSC_02677",94,33,64,11,63,31,99
"SAOUHSC_02678",2,18,1,5,21,2,49
"SAOUHSC_02679",6,8,34,4,2,0,14
"SAOUHSC_02680",87,12,53,51,27,38,157
"SAOUHSC_02681",128,30,36,187,76,22,371
"SAOUHSC_02682",28,6,0,16,14,3,168
"SAOUHSC_02683",8,0,0,1,1,0,2
"SAOUHSC_02684",46,1,43,39,11,30,65
"SAOUHSC_02685",5,1,0,2,5,8,5
"SAOUHSC_02686",1,0,0,0,0,0,0
"SAOUHSC_02687",108,16,0,4,2,8,1
"SAOUHSC_02688",9,0,0,4,0,0,4
"SAOUHSC_02689",5,22,0,0,2,4,9
"SAOUHSC_02690",6,2,18,0,4,2,4
"SAOUHSC_02691",0,0,0,0,24,0,0
"SAOUHSC_02692",1,0,0,0,0,0,0
"SAOUHSC_02693",0,0,0,0,0,0,0
"SAOUHSC_02694",36,0,89,19,57,26,76
"SAOUHSC_02695",15,4,16,16,41,14,15
"SAOUHSC_02696",22,10,26,4,6,12,94
"SAOUHSC_02697",763,134,11,492,697,484,853
"SAOUHSC_02698",469,87,19,678,682,320,1337
"SAOUHSC_02699",49,27,59,51,40,20,179
"SAOUHSC_02700",115,16,117,156,83,104,145
"SAOUHSC_02701",4,0,7,3,4,1,0
"SAOUHSC_02702",2,0,0,4,8,2,0
"SAOUHSC_02703",27,12,14,9,17,11,64
"SAOUHSC_02704",18,2,34,2,6,3,171
"SAOUHSC_02705",0,0,5,0,0,0,0
"SAOUHSC_02706",18,0,15,1,2,9,213
"SAOUHSC_02708",23,14,40,42,43,52,452
"SAOUHSC_02709",6,0,67,22,2,73,66
"SAOUHSC_02710",52,12,60,35,30,186,98
"SAOUHSC_02711",0,0,0,0,2,2,0
"SAOUHSC_02712",0,0,5,0,8,3,4
"SAOUHSC_02713",15,4,129,13,17,14,20
"SAOUHSC_02714",2,0,14,2,4,2,11
"SAOUHSC_02715",4,2,66,1,4,9,19
"SAOUHSC_02716",0,4,6,6,0,0,23
"SAOUHSC_A02577",1,0,2,0,1,1,0
"SAOUHSC_02717",0,0,0,0,0,0,0
"SAOUHSC_02718",0,0,0,8,0,0,3
"SAOUHSC_02719",0,0,0,2,0,0,3
"SAOUHSC_02720",0,0,0,0,0,0,0
"SAOUHSC_02721",18,0,0,32,8,6,8
"SAOUHSC_02722",12,14,8,14,12,44,0
"SAOUHSC_02723",2350,405,460,963,678,478,2126
"SAOUHSC_02724",572,241,65,235,200,160,771
"SAOUHSC_02725",448,101,152,196,322,105,684
"SAOUHSC_02726",0,0,0,0,2,0,0
"SAOUHSC_02727",155,14,32,78,100,51,240
"SAOUHSC_02728",52,0,0,0,20,6,36
"SAOUHSC_02729",845,192,262,320,562,444,936
"SAOUHSC_02731",63,14,113,25,56,23,128
"SAOUHSC_02732",0,0,0,0,0,0,0
"SAOUHSC_02733",95,12,32,47,78,32,387
"SAOUHSC_02734",1,0,2,0,0,0,0
"SAOUHSC_02736",62,44,46,37,36,48,102
"SAOUHSC_02737",52,14,50,33,130,4,94
"SAOUHSC_02739",25,6,18,11,14,7,43
"SAOUHSC_02740",129,28,110,36,73,40,224
"SAOUHSC_02741",233,239,67,1391,1174,748,4676
"SAOUHSC_02742",567,172,285,374,391,354,1308
"SAOUHSC_02743",554,257,292,436,508,446,1779
"SAOUHSC_02744",142,59,22,19,96,70,351
"SAOUHSC_02745",0,0,0,0,0,0,0
"SAOUHSC_02746",0,0,0,0,0,0,2
"SAOUHSC_02747",3,0,0,0,1,0,7
"SAOUHSC_02750",237,28,23,95,133,108,190
"SAOUHSC_02751",572,371,233,801,1203,749,322
"SAOUHSC_02752",171,67,66,363,356,124,271
"SAOUHSC_02753",1266,506,120,2120,1380,222,137
"SAOUHSC_02754",16,2,0,0,10,0,4
"SAOUHSC_02755",68,20,2,62,124,40,108
"SAOUHSC_02756",0,35,0,24,50,0,28
"SAOUHSC_02757",0,19,0,14,16,0,15
"SAOUHSC_02759",0,0,0,0,4,0,0
"SAOUHSC_02760",130,31,228,92,102,115,155
"SAOUHSC_02761",2,0,6,1,0,2,18
"SAOUHSC_02762",33,8,20,53,64,32,98
"SAOUHSC_02763",0,0,4,2,8,0,24
"SAOUHSC_02764",1,1,0,7,8,2,12
"SAOUHSC_02765",6,0,20,22,4,12,26
"SAOUHSC_02766",30,0,53,49,15,34,43
"SAOUHSC_02767",36,0,44,10,8,25,95
"SAOUHSC_02768",0,0,6,6,0,4,4
"SAOUHSC_02769",0,0,0,0,0,2,12
"SAOUHSC_02770",2,6,3,8,3,0,6
"SAOUHSC_02771",11,0,0,0,1,7,0
"SAOUHSC_02772",81,2,0,8,20,0,0
"SAOUHSC_02773",1157,47,134,261,247,141,428
"SAOUHSC_02774",249,30,18,114,177,85,6
"SAOUHSC_02775",9,0,0,0,0,3,0
"SAOUHSC_02776",0,0,1,0,0,3,0
"SAOUHSC_02777",0,0,0,0,0,90,0
"SAOUHSC_02778",1105,6,83,74,38,267,134
"SAOUHSC_02779",4,1,0,1,7,4,8
"SAOUHSC_02780",4,0,0,4,5,4,7
"SAOUHSC_02781",140,80,342,262,75,64,704
"SAOUHSC_02782",6,0,18,0,2,0,0
"SAOUHSC_02783",0,0,0,0,0,0,1
"SAOUHSC_02784",0,0,0,0,1,0,5
"SAOUHSC_02785",0,0,0,0,2,0,8
"SAOUHSC_02788",0,0,0,2,0,2,5
"SAOUHSC_02789",0,3,1,0,0,0,2
"SAOUHSC_02790",17,4,1,4,39,29,1
"SAOUHSC_02791",17,0,0,0,3,6,0
"SAOUHSC_02793",15,3,18,23,26,25,56
"SAOUHSC_02794",0,0,0,1,0,2,14
"SAOUHSC_02795",2,0,0,0,0,1,29
"SAOUHSC_02796",0,0,0,0,0,2,2
"SAOUHSC_02797",2,2,1,8,21,31,2
"SAOUHSC_02798",3,6,3,5,14,2,15
"SAOUHSC_02799",1,1,0,0,0,0,0
"SAOUHSC_02800",0,0,0,0,0,0,0
"SAOUHSC_02801",44,0,3,0,0,24,27
"SAOUHSC_02802",9,4,6,2,7,23,7
"SAOUHSC_02803",27,8,46,24,46,8,5
"SAOUHSC_02804",0,0,0,0,0,0,0
"SAOUHSC_02805",0,1,1,1,0,0,0
"SAOUHSC_02806",434,40,228,178,116,168,1670
"SAOUHSC_02808",87,0,15,28,23,24,272
"SAOUHSC_02809",1,0,0,0,0,2,10
"SAOUHSC_02810",294,86,132,196,112,148,480
"SAOUHSC_02811",0,8,5,5,8,57,22
"SAOUHSC_02812",1,0,2,0,0,14,10
"SAOUHSC_02815",388,89,222,234,276,226,2047
"SAOUHSC_02816",202,42,336,62,136,84,78
"SAOUHSC_02817",2,1,24,0,1,1,5
"SAOUHSC_02818",27,22,46,36,21,33,29
"SAOUHSC_02819",0,0,0,0,0,0,3
"SAOUHSC_02820",2,0,6,0,6,10,242
"SAOUHSC_02821",0,8,6,1,4,0,79
